Bank_Code,Bank_Name,Branch_Code,Branch_Name,Branch_Address,City,Zip_Code,POB,Telephone,Fax,Free_Tel,Handicap_Access,day_closed,Branch_Type,Open_Date,Close_Date,Merge_Bank,Merge_Branch,X_Coordinate,Y_Coordinate
31,"בנק הבינלאומי הראשון לישראל בע""מ",92,רעננה,אחוזה 124 פינת רחוב בר אילן,רעננה,4345020,,09-7752200,,*3009,כן,יום ו,מיוחד,13/12/1981,,,,32.18,34.87
31,"בנק הבינלאומי הראשון לישראל בע""מ",363,באר שבע,בן צבי 9 ,באר שבע,8489327,290,08-6299444,,,כן,יום א,מחלקה,01/01/2019,,31001,,31.24,34.80
31,"בנק הבינלאומי הראשון לישראל בע""מ",318,נווה זאב,יוהנה ז'בוטינסקי 7 ,באר שבע,8425807,,08-6405200,,,כן,יום א,מיוחד,01/01/2019,,31001,,31.24,34.78
31,"בנק הבינלאומי הראשון לישראל בע""מ",17,באר שבע,בן צבי 9 ,באר שבע,8489327,290,08-6204200,,*3009,כן,יום א,רגיל,01/04/1981,,,,31.24,34.80
31,"בנק הבינלאומי הראשון לישראל בע""מ",319,נהריה,שד' הגעתון 41 ,נהרייה,2242021,419,04-9518200,,*3009,כן,יום ו,מחלקה,09/05/2021,,,,33.01,35.09
31,"בנק הבינלאומי הראשון לישראל בע""מ",52,נהריה,שד' הגעתון 41 ,נהרייה,2242021,419,04-9518200,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,33.01,35.09
31,"בנק הבינלאומי הראשון לישראל בע""מ",392,מערב ראשון לציון,ילדי טהרן 5 מתחם הפאואר סנטר החדש,ראשון לציון,7565841,,03-9592200,,,כן,יום א,מחלקה,01/01/2019,,31001,,31.99,34.77
31,"בנק הבינלאומי הראשון לישראל בע""מ",344,ראשון לציון,רוטשילד 14 ,ראשון לציון,7526707,1,03-9571222,,,כן,יום ו,מחלקה,01/01/2019,,31001,,31.96,34.81
31,"בנק הבינלאומי הראשון לישראל בע""מ",32,ראשון לציון,רוטשילד 14 ,ראשון לציון,7526707,1,03-9484200,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,31.96,34.81
31,"בנק הבינלאומי הראשון לישראל בע""מ",119,"ראשל""צ מערב",ילדי טהרן 5 מתחם הפאואר סנטר החדש,ראשון לציון,7565841,,03-9536200,,*3009,כן,יום ו,מיוחד,30/01/1990,,,,31.98,34.77
31,"בנק הבינלאומי הראשון לישראל בע""מ",177,פאגי ביתר עילית,"הר""ן 6 כיכר העיר בגבעה B",ביתר עילית,9056506,,02-5723200,,*3009,כן,יום א,רגיל,25/01/2005,,31001,,31.70,35.12
31,"בנק הבינלאומי הראשון לישראל בע""מ",313,ראש פינה,האגס 0 קניון סנטר הגליל,ראש פינה,1200000,,04-9009200,,,כן,יום א,מיוחד,01/01/2019,,31001,,32.97,35.55
31,"בנק הבינלאומי הראשון לישראל בע""מ",173,פאגי נתיבות,שד' ירושלים 136 ,נתיבות,8774838,,03-5394200,,*3009,כן,יום א,רגיל,27/12/2011,,31001,,31.42,34.59
31,"בנק הבינלאומי הראשון לישראל בע""מ",28,גבעתיים,שנקין 3 ,גבעתיים,5329102,,03-7331200,,*3009,כן,יום א,מיוחד,01/04/1981,,,,32.07,34.81
31,"בנק הבינלאומי הראשון לישראל בע""מ",134,קריית אילון,המרגנית 2 ,חולון,5845909,,03-5571200,,*3009,כן,יום א,מיוחד,05/03/2014,,,,32.01,34.78
31,"בנק הבינלאומי הראשון לישראל בע""מ",78,חולון עסקים,המשביר 1 א.ת. חולון,חולון,5885214,,03-6506200,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,32.01,34.78
31,"בנק הבינלאומי הראשון לישראל בע""מ",45,חולון,סקולוב 41 ,חולון,5825801,,03-5021200,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,32.02,34.77
31,"בנק הבינלאומי הראשון לישראל בע""מ",288,יובנק - ירושלים,קרן היסוד 32 ,ירושלים,9214912,4100,02-5600200,,*3009,לא,,רגיל,01/01/1949,,31001,,31.77,35.22
31,"בנק הבינלאומי הראשון לישראל בע""מ",993,שלוחת ערבה,מושב ספיר 0 מ.א ערבה תיכונה מרכז ספירה,"הערבה מ""א 54",8682500,,08-9950821,,,כן,יום א,מיוחד,01/01/2019,20/02/2022,31001,,30.61,35.19
31,"בנק הבינלאומי הראשון לישראל בע""מ",346,נתניה,הרצל 5 ,נתניה,4240003,2080,09-8893200,,,כן,יום ו,מחלקה,01/01/2019,,31001,,32.33,34.85
31,"בנק הבינלאומי הראשון לישראל בע""מ",316,רמת פולג,טום לנטוס 1 ,נתניה,4201233,,09-8641200,,,כן,יום ו,מחלקה,01/01/2019,,31001,,32.31,34.87
31,"בנק הבינלאומי הראשון לישראל בע""מ",24,קריית השרון,טום לנטוס 1 ,נתניה,4201233,,09-8891200,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,32.31,34.87
31,"בנק הבינלאומי הראשון לישראל בע""מ",22,נתניה,הרצל 5 ,נתניה,4240003,2080,09-8300200,,*3009,כן,יום ו,רגיל,01/04/1981,,,,32.33,34.85
31,"בנק הבינלאומי הראשון לישראל בע""מ",309,עפולה,חטיבה תשע 23 ,עפולה,1835514,2161,04-6520200,,*3009,כן,יום ו,מחלקה,01/12/2020,,,,32.61,35.29
31,"בנק הבינלאומי הראשון לישראל בע""מ",111,עפולה,חטיבה 9 23 ,עפולה,1835514,2161,04-6520200,,*3009,כן,יום ו,מיוחד,01/08/1983,,,,32.61,35.29
31,"בנק הבינלאומי הראשון לישראל בע""מ",1,צפת,הגדוד שלישי 1 ,צפת,1330001,14,04-6909200,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,32.97,35.51
31,"בנק הבינלאומי הראשון לישראל בע""מ",338,לקוחות נבחרים,ילדי טהרן 5 מתחם הפאואר סנטר החדש,ראשון לציון,7565841,,03-7102223,,,כן,יום ו,יחידת ביצוע,01/01/2019,,31001,,31.99,34.77
31,"בנק הבינלאומי הראשון לישראל בע""מ",297,יחידה מרכזת,אברהם בומה שביט 5 ,ראשון לציון,7559903,,03-5134257,,*3009,כן,,יחידת ביצוע,01/02/1992,,,,31.95,34.77
31,"בנק הבינלאומי הראשון לישראל בע""מ",222,מרכז תפעול סניפי,אברהם בומה שביט 5 ,ראשון לציון,7559903,,03-5648296,,*3009,כן,,יחידת ביצוע,20/07/2020,,,,31.95,34.76
31,"בנק הבינלאומי הראשון לישראל בע""מ",388,מרכז שרות ישיר,אברהם בומה שביט 5 ,ראשון לציון,7559903,,03-6258233,,,כן,,יחידת ביצוע,01/01/2019,,31001,,31.95,34.77
31,"בנק הבינלאומי הראשון לישראל בע""מ",35,קיראון,שלמה המלך 37 קניון קיראון,קריית אונו,5542133,,03-5316200,,*3009,כן,יום א,מיוחד,01/04/1981,,,,32.06,34.86
31,"בנק הבינלאומי הראשון לישראל בע""מ",359,אוצר החייל קרית גת,הזית 54 השוק החדש,קריית גת,8202009,38,08-6670200,,,כן,יום ו,מחלקה,15/10/2021,,,,31.60,34.77
31,"בנק הבינלאומי הראשון לישראל בע""מ",62,קרית גת,הזית 54 השוק החדש,קריית גת,8202009,38,08-6670200,,*3009,כן,יום ו,מיוחד,17/08/1982,,,,31.60,34.77
31,"בנק הבינלאומי הראשון לישראל בע""מ",85,רמת השרון הבינלאומי,הסייפן 33 ,רמת השרון,4724833,,03-6403200,,*3009,כן,יום א,מחלקה,20/09/2022,,,,32.13,34.84
31,"בנק הבינלאומי הראשון לישראל בע""מ",314,גלילות,מתחם גלילות 0 ,רמת השרון,,,03-5497224,,,כן,יום ו,מיוחד,01/01/2019,,31001,,32.15,34.82
31,"בנק הבינלאומי הראשון לישראל בע""מ",375,רמת השרון,הסייפן 33 ,רמת השרון,4724833,,03-7605200,,,כן,יום א,רגיל,01/01/2019,,31001,,32.13,34.84
31,"בנק הבינלאומי הראשון לישראל בע""מ",38,סביון,הנוף 33 ,סביון*,5654033,,03-5308200,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,32.15,34.88
31,"בנק הבינלאומי הראשון לישראל בע""מ",367,חצור,"בסיס צבאי, מחנה מרים 0 ",חצור-אשדוד,7072000,1,08-8573368,,,כן,יום ו,מיוחד,01/01/2019,,31001,,31.83,34.80
31,"בנק הבינלאומי הראשון לישראל בע""מ",329,יוקנעם,שד' רבין 9 ,יקנעם עילית,2069201,,04-6642200,,*3009,כן,יום א,מחלקה,09/05/2021,,,,32.64,35.09
31,"בנק הבינלאומי הראשון לישראל בע""מ",131,יוקנעם,שד' רבין 9 ,יקנעם עילית,2069201,,04-6642200,,*3009,כן,יום א,רגיל,21/12/2010,,,,32.64,35.09
31,"בנק הבינלאומי הראשון לישראל בע""מ",986,פאגי לב הרובע,"רשב""י 15 רובע ז",אשדוד,7765033,,08-8578200,,*3009,כן,יום ו,מיוחד,04/09/2007,,31001,,31.79,34.66
31,"בנק הבינלאומי הראשון לישראל בע""מ",88,מתחם קופות ומזומנים,"שד' מנחם בגין 7 מרכז צימר, ככר הסיטי",אשדוד,7766813,,08-6327200,,,כן,יום ו,מיוחד,09/08/2020,,,,31.79,34.64
31,"בנק הבינלאומי הראשון לישראל בע""מ",355,אשדוד,"שד' מנחם בגין 7 מרכז צימר, ככר הסיטי",אשדוד,7766813,,08-8578300,,,כן,יום א,רגיל,01/01/2019,,31001,,31.79,34.64
31,"בנק הבינלאומי הראשון לישראל בע""מ",186,פאגי אשדוד,דב גור 8 רובע ו,אשדוד,7753535,,08-8578200,,*3009,כן,יום א,רגיל,01/06/1983,,31001,,31.79,34.65
31,"בנק הבינלאומי הראשון לישראל בע""מ",33,אשדוד סיטי,שד' מנחם בגין קניון הסיטי 1 ,אשדוד,7764101,,08-8687200,,*3009,כן,יום ו,רגיל,01/04/1981,,,,31.79,34.64
31,"בנק הבינלאומי הראשון לישראל בע""מ",176,פאגי אלעד,בן שטח 10 ,אלעד,4082610,,03-9755200,,*3009,כן,יום א,מיוחד,21/02/2006,,31001,,32.06,34.96
31,"בנק הבינלאומי הראשון לישראל בע""מ",91,מעלות,שלמה שרירא 3 ,מעלות-תרשיחא,2120107,9339,04-9078200,,*3009,כן,יום ו,מיוחד,13/12/1981,,,,33.02,35.28
31,"בנק הבינלאומי הראשון לישראל בע""מ",371,רמת דוד,מחנה יהודית 0 ,רמת דוד,3658500,,04-6440424,,,כן,יום ו,מיוחד,01/01/2019,,31001,,32.68,35.20
31,"בנק הבינלאומי הראשון לישראל בע""מ",350,"מת""מ אומגה","נחום חת 1 א""ת מת""מ - טירת הכרמל",טירת כרמל,3900000,15034,04-8134200,,,כן,יום א,מיוחד,01/01/2019,,31001,,32.78,34.96
31,"בנק הבינלאומי הראשון לישראל בע""מ",397,גדרה,בן גוריון 105 ,גדרה,7051846,114,08-8519200,,,כן,יום א,מיוחד,01/01/2019,,31001,,31.80,34.78
31,"בנק הבינלאומי הראשון לישראל בע""מ",366,תל נוף,"בסיס צבאי, מחנה תל-נוף 0 ",גדרה,7071000,3500,08-8596995,,,כן,יום ו,מיוחד,01/01/2019,,31001,,31.82,34.82
31,"בנק הבינלאומי הראשון לישראל בע""מ",377,אילת,שד' התמרים 11 שדרות התמרים 11,אילת,8801409,,08-6300200,,,כן,יום ו,מחלקה,01/01/2019,,31001,,29.56,34.95
31,"בנק הבינלאומי הראשון לישראל בע""מ",3,אילת,שדרות התמרים 11 ,אילת,8801409,,08-6365200,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,29.56,34.95
31,"בנק הבינלאומי הראשון לישראל בע""מ",477,עובדה,"מחנה יוכבד 0 ממ""ס הקניון האדום, אילת",אילת,8800000,,08-6359377,,,כן,יום ו,מיוחד,01/01/2019,,31001,,29.94,34.96
31,"בנק הבינלאומי הראשון לישראל בע""מ",311,פרדס חנה,דרך הבנים 17 דרך הבנים 17 מרכז מסחרי,פרדס חנה-כרכור,3707368,,04-6145200,,,כן,יום א,מיוחד,01/01/2019,,31001,,32.48,34.98
31,"בנק הבינלאומי הראשון לישראל בע""מ",95,כפר גנים - ג.שמואל,העצמאות 65 קניון כפר גנים,פתח תקווה,4937999,,03-5304200,,*3009,כן,יום א,מחלקה,02/11/1982,,,,32.07,34.87
31,"בנק הבינלאומי הראשון לישראל בע""מ",317,פתח תקוה - כפר-גנים,העצמאות 65 קניון כפר גנים,פתח תקווה,4937999,,03-9780200,,,כן,יום א,מיוחד,01/01/2019,,31001,,32.07,34.87
31,"בנק הבינלאומי הראשון לישראל בע""מ",124,אם המושבות,ראשון לציון 1 ,פתח תקווה,4972339,,03-9270200,,*3009,כן,יום ו,מיוחד,31/10/2006,,,,32.10,34.88
31,"בנק הבינלאומי הראשון לישראל בע""מ",34,פתח תקוה,פינסקר 3 ,פתח תקווה,4956003,,03-9395777,,*3009,כן,יום ו,רגיל,01/04/1981,,,,32.09,34.89
31,"בנק הבינלאומי הראשון לישראל בע""מ",181,פאגי פתח תקוה,ישעיהו משורר 11 11 מרכז קרסו,פתח תקווה,4931946,,03-9114200,,*3009,כן,יום ו,רגיל,18/04/2000,,31001,,32.07,34.91
31,"בנק הבינלאומי הראשון לישראל בע""מ",70,קרית מוצקין,גושן 18 ,קריית מוצקין,2631007,,04-8783200,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,32.83,35.08
31,"בנק הבינלאומי הראשון לישראל בע""מ",279,יובנק - רחובות,הרצל 182 ,רחובות,7626718,1078,08-9318795,,*3009,כן,יום ו,מחלקה,26/02/2008,,31001,,31.90,34.81
31,"בנק הבינלאומי הראשון לישראל בע""מ",395,רחובות,הרצל 182 ,רחובות,7626718,,08-9585200,,,כן,יום ו,מחלקה,01/01/2019,,31001,,31.90,34.81
31,"בנק הבינלאומי הראשון לישראל בע""מ",29,רחובות,הרצל 182 ,רחובות,7626718,1078,08-9360500,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,31.90,34.81
31,"בנק הבינלאומי הראשון לישראל בע""מ",174,פאגי רחובות,עזרא 4 ,רחובות,7620015,,08-9524200,,*3009,כן,יום ו,רגיל,20/01/2011,,31001,,31.89,34.81
31,"בנק הבינלאומי הראשון לישראל בע""מ",118,רמלוד,הצופית 40 ,רמלה,7275001,,08-9189200,,*3009,כן,יום ו,מיוחד,01/02/2009,,,,31.93,34.89
31,"בנק הבינלאומי הראשון לישראל בע""מ",30,רמלה,שד' הרצל 63 ,רמלה,7240631,,08-9186200,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,31.93,34.87
31,"בנק הבינלאומי הראשון לישראל בע""מ",379,פלמחים,"מחנה הילה, ד""נ גן שורק 0 ",פלמחים,7687800,,08-9436636,,,כן,יום ו,מיוחד,01/01/2019,,31001,,31.88,34.68
31,"בנק הבינלאומי הראשון לישראל בע""מ",360,קרית שמונה אוצר החייל,שד' תל חי פינת סלינגר 1 ,קריית שמונה,1103215,,04-6836200,,,כן,יום ו,מחלקה,15/10/2021,,,,33.21,34.57
31,"בנק הבינלאומי הראשון לישראל בע""מ",50,קרית שמונה,שד' תל חי פינת סלינגר 1 ,קריית שמונה,1103215,,04-6836200,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,33.21,34.57
31,"בנק הבינלאומי הראשון לישראל בע""מ",315,מודיעין,"ערער 14 ערער פינת הפיקוס, מודיעין",מודיעין-מכבים-רעות*,7177076,,08-8615200,,,כן,יום א,מחלקה,01/01/2019,,31001,,31.90,35.01
31,"בנק הבינלאומי הראשון לישראל בע""מ",128,מודיעין,"ערער 14 ערער פינת הפיקוס, מודיעין",מודיעין-מכבים-רעות*,7177076,,08-9736200,,*3009,כן,יום א,מיוחד,04/11/2013,,,,31.90,35.01
31,"בנק הבינלאומי הראשון לישראל בע""מ",345,רעות,מרכז מסחרי רעות 0 ד.נ. מודיעין,מודיעין-מכבים-רעות*,7190800,1017,08-9269666,,,כן,יום א,רגיל,01/01/2019,,31001,,31.89,35.02
31,"בנק הבינלאומי הראשון לישראל בע""מ",381,רמון,"מחנה טלי, ד.נ. נגב 0 ","הר הנגב הצפוני מ""א 48",8493500,,08-6571325,,,כן,יום ו,מיוחד,01/01/2019,,31001,,30.78,34.67
31,"בנק הבינלאומי הראשון לישראל בע""מ",335,"כפר סבא הירוקה אוצה""ח",רפפורט 1 ,כפר סבא,4465142,,09-7784200,,,כן,יום א,מחלקה,01/03/2021,,,,32.19,34.89
31,"בנק הבינלאומי הראשון לישראל בע""מ",380,כפר סבא,רוטשילד 56 ,כפר סבא,4420122,,09-7757600,,,כן,יום ו,מחלקה,01/01/2019,,31001,,32.18,34.91
31,"בנק הבינלאומי הראשון לישראל בע""מ",135,כפר סבא הירוקה,רפפורט 1 ,כפר סבא,4465142,,09-7784200,,*3009,כן,יום א,מיוחד,09/12/2014,,,,32.19,34.89
31,"בנק הבינלאומי הראשון לישראל בע""מ",21,כפר סבא,רוטשילד 56 ,כפר סבא,4420122,,09-7643200,,*3009,כן,יום ו,רגיל,01/04/1981,,,,32.18,34.91
31,"בנק הבינלאומי הראשון לישראל בע""מ",132,אשקלון ברנע רב מותגי,שד ירושלים 117  ,אשקלון,7861785,,08-6836200,,*3009,כן,יום א,מחלקה,27/11/2012,,,,31.69,34.58
31,"בנק הבינלאומי הראשון לישראל בע""מ",373,אשקלון אוצר החייל,רמז 25 מרכז מסחרי חדש,אשקלון,7853305,,08-6776200,,,כן,יום ו,מחלקה,01/11/2021,,,,31.67,34.58
31,"בנק הבינלאומי הראשון לישראל בע""מ",109,אשקלון,רמז 25 מרכז מסחרי חדש,אשקלון,7853305,,08-6776200,,*3009,כן,יום ו,מיוחד,08/01/1985,,,,31.67,34.58
31,"בנק הבינלאומי הראשון לישראל בע""מ",349,"אוצה""ח אשקלון ברנע",שד ירושלים 117  ,אשקלון,7861785,,08-6799200,,,כן,יום א,רגיל,01/01/2019,,31001,,31.69,34.58
31,"בנק הבינלאומי הראשון לישראל בע""מ",287,יובנק - תל אביב (ראשי),שדרות רוטשילד 38 ,תל אביב -יפו,6688307,66883,03-5645222,,*3009,כן,,רגיל,01/02/1949,,31001,,32.06,34.77
31,"בנק הבינלאומי הראשון לישראל בע""מ",46,תל אביב ראשי,שד' רוטשילד 42 ,תל אביב -יפו,6688310,29036,03-5196111,,*3009,כן,,רגיל,01/04/1981,,,,32.06,34.77
31,"בנק הבינלאומי הראשון לישראל בע""מ",168,פאגי רימונים,אהרונוביץ 10 ,בני ברק,5137705,,03-5649200,,*3009,כן,יום א,מיוחד,17/10/2016,01/02/2022,31001,,32.09,34.84
31,"בנק הבינלאומי הראשון לישראל בע""מ",160,מתחם שירותי קופות,אהרונוביץ 10 ,בני ברק,5137705,,03-5649200,,*3009,כן,יום ו,מיוחד,01/02/2022,,31001,,32.09,34.84
31,"בנק הבינלאומי הראשון לישראל בע""מ",188,פאגי בני ברק,יעקב לנדאו 4 ,בני ברק,5155025,,03-6174200,,*3009,כן,יום א,רגיל,17/10/2006,,31001,,32.08,34.83
31,"בנק הבינלאומי הראשון לישראל בע""מ",183,פאגי רבי עקיבא,רבי עקיבא 86 ,בני ברק,5144003,,03-6156200,,*3009,כן,יום ו,רגיל,01/11/1987,,31001,,32.09,34.83
31,"בנק הבינלאומי הראשון לישראל בע""מ",382,בת ים חולון,יוספטל 92 קניון בת ים,בת ים,5964101,,03-5552200,,,כן,יום ו,מחלקה,01/01/2019,,31001,,32.02,34.76
31,"בנק הבינלאומי הראשון לישראל בע""מ",39,בת ים,יוספטל 62 קניון בת ים,בת ים,5964101,,03-5003200,,*3009,כן,יום א,מיוחד,01/04/1981,,,,32.02,34.75
31,"בנק הבינלאומי הראשון לישראל בע""מ",51,הרצליה פתוח,משכית 35 ,הרצלייה,4673329,2169,09-9609200,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,32.16,34.81
31,"בנק הבינלאומי הראשון לישראל בע""מ",64,צמרות,צמרות 2 ,הרצלייה,4642402,,09-9713200,,*3009,כן,יום ו,מיוחד,01/04/1981,,,,32.15,34.84
31,"בנק הבינלאומי הראשון לישראל בע""מ",274,יובנק - הרצליה,משכית 35 ,הרצלייה,4673329,,03-5645845,,*3009,כן,,מיוחד,01/09/2013,,31001,,32.16,34.81
31,"בנק הבינלאומי הראשון לישראל בע""מ",310,חדרה,הלל יפה 22 ,חדרה,3842401,315,04-6240200,,*3009,כן,יום ו,מחלקה,08/12/2020,,,,32.44,34.92
12,"בנק הפועלים בע""מ",675,כפר יונה,שרת 6 ,כפר יונה,,,09-8973227,,,כן,יום ו,רגיל,01/01/1949,,,,34.934109,32.317907
12,"בנק הפועלים בע""מ",983,שלוחת אבן יהודה,המייסדים 58 ,אבן יהודה,,,*2407,,,כן,יום ו,מיוחד,11/11/2021,,,,34.889209,32.269760
12,"בנק הפועלים בע""מ",652,אבן יהודה,המייסדים 58 ,אבן יהודה,,,09-8994125,,,לא,יום ו,רגיל,01/01/1949,09/11/2021,,,34.889209,32.269760
12,"בנק הפועלים בע""מ",478,כפר כנא,רחוב ראשי 81 ,כפר כנא,,,04-6168400,,,כן,יום א,רגיל,01/01/1949,,,,35.338116,32.748969
12,"בנק הפועלים בע""מ",239,כפר מנדא,רחוב ראשי 0 ,כפר מנדא,,,04-7793200,,,כן,יום ו,רגיל,01/01/1949,,,,35.263959,32.810263
12,"בנק הפועלים בע""מ",715,חצור,ההסתדרות 1 ,חצור הגלילית,,,04-6915570,,,כן,יום ו,רגיל,01/01/1949,,,,35.544873,32.981502
12,"בנק הפועלים בע""מ",445,"מת""ב בית דגן",מנחם בגין 5 ,בית דגן,,,03-9549465,,,כן,יום ו,יחידת ביצוע,01/01/1949,,,,34.826819,32.003308
12,"בנק הפועלים בע""מ",570,עומר,התמר 1 ,עומר,,,03-6591729,,,כן,יום ו,רגיל,01/01/1949,,,,34.847129,31.264236
12,"בנק הפועלים בע""מ",680,כפר שמריהו,החורש 2 ,כפר שמריהו,,,09-9598246,,,כן,יום ו,רגיל,01/01/1949,,,,34.818624,32.179927
12,"בנק הפועלים בע""מ",656,קרית אונו,הנשיא 57 ,קריית אונו,,,03-5300240,,,לא,יום ו,רגיל,04/01/2003,,,,34.856417,32.060538
12,"בנק הפועלים בע""מ",645,קרית גת,שד' לכיש 30 ,קריית גת,,,08-6875191,,,כן,יום ו,רגיל,01/01/1949,,,,34.773167,31.607875
12,"בנק הפועלים בע""מ",769,נוה מגן,טרומפלדור 5 ,רמת השרון,,,03-5481445,,,כן,יום ו,רגיל,01/01/1949,10/03/2021,,,34.844572,32.136358
12,"בנק הפועלים בע""מ",630,רמת השרון,סוקולוב 90 ,רמת השרון,,,03-5481344,,,כן,יום ו,רגיל,01/01/1949,,,,34.839795,32.148454
12,"בנק הפועלים בע""מ",722,יקנעם,שד' רבין 9 ,יקנעם עילית,,,04-9598055,,,כן,יום ו,רגיל,01/01/1949,,,,35.092311,32.642576
12,"בנק הפועלים בע""מ",62,פועלים INVEST אשדוד,שבי ציון 9 ,אשדוד,7723502,,*2714,,,כן,יום ו,מיוחד,05/09/2021,,,,34.645990,31.808199
12,"בנק הפועלים בע""מ",454,מרכז עסקים אשדוד,האורגים 11 ,אשדוד,7655828,,08-9523230,,,כן,יום ו,מיוחד,04/12/2000,,,,31.81,34.66
12,"בנק הפועלים בע""מ",766,גור,דב גור 29 ,אשדוד,,,08-8548037,,,לא,יום ו,רגיל,01/01/1949,,,,34.652901,31.792864
12,"בנק הפועלים בע""מ",540,ככר הסיטי,הציונות 13 ,אשדוד,,,08-8688926,,,כן,יום ו,רגיל,01/01/1949,,,,34.643622,31.787812
12,"בנק הפועלים בע""מ",658,אשדוד,שבי ציון 9 ,אשדוד,,,08-8514158,,,כן,יום ו,רגיל,01/01/1949,,,,34.645990,31.808199
12,"בנק הפועלים בע""מ",475,אלעד,יהודה הנשיא 94 ,אלעד,,,03-9077111,,,כן,יום ו,רגיל,04/12/2000,,,,34.961007,32.052675
12,"בנק הפועלים בע""מ",733,נוף הגליל,חרמון 1 ,נוף הגליל                ,,,04-6027200,,,כן,יום ו,רגיל,01/01/1949,28/04/2021,,,35.313296,32.709152
12,"בנק הפועלים בע""מ",576,חרוד,חרוד 7 ,נוף הגליל                ,,,04-6557785,,,כן,יום ו,רגיל,01/01/1949,,,,35.315717,32.693133
12,"בנק הפועלים בע""מ",732,מעלות תרשיחא,שלמה שרירא  קניון צים 3 ,מעלות-תרשיחא,,,04-9578050,,,כן,יום ו,רגיל,16/11/2010,,,,35.280168,33.021426
12,"בנק הפועלים בע""מ",69,רמת ישי,אקליפטוס 3 ,רמת ישי,,,04-9037600,,,כן,יום ו,רגיל,14/11/2010,18/01/2022,,,35.173951,32.707034
12,"בנק הפועלים בע""מ",703,טירת הכרמל,הרצל 39 ,טירת כרמל,,,04-8508228,,,כן,יום ו,רגיל,01/01/1949,,,,34.9713,32.764332
12,"בנק הפועלים בע""מ",632,דימונה,יגאל אלון 5 ,דימונה,,,08-6503343,,,לא,יום ו,רגיל,01/01/1949,,,,35.033470,31.063754
12,"בנק הפועלים בע""מ",657,אור יהודה,ההגנה 126 ,אור יהודה,,,03-5389155,,,כן,יום ו,רגיל,01/01/1949,,,,34.859020,32.025879
12,"בנק הפועלים בע""מ",712,נשר תל חנן,דרך השלום 17 ,נשר,,,04-8209206,,,כן,יום ו,רגיל,01/01/1949,,,,35.047904,32.769480
12,"בנק הפועלים בע""מ",646,גדרה,הבילויים 6 ,גדרה,,,08-8631740,,,כן,יום ו,רגיל,01/01/1949,,,,34.774865,31.815234
12,"בנק הפועלים בע""מ",644,אילת,חטיבת הנגב 3 ,אילת,,,08-6361202,,,לא,יום ו,רגיל,01/01/1949,,,,34.953975,29.557799
12,"בנק הפועלים בע""מ",985,שלוחת גן יבנה,העצמאות 7 ,גן יבנה,,,*2407,,,כן,יום ו,מיוחד,15/09/2022,,,,34.714348,31.789545
12,"בנק הפועלים בע""מ",647,גן יבנה,העצמאות 7 ,גן יבנה,,,08-8688717,,,כן,יום ו,רגיל,01/01/1949,14/09/2022,,,34.714348,31.789545
12,"בנק הפועלים בע""מ",211,נצרת עסקים פריפרד,"בנין מגדלי נצרת , כביש עוקף נצרת 1 ",נצרת,,,04-8117500,,,כן,יום א,רגיל,01/01/1949,,,,35.297654,32.687637
12,"בנק הפועלים בע""מ",726,נצרת,פאולוס השישי 701 ,נצרת,,,04-6477300,,,כן,יום א,רגיל,01/01/1949,,,,35.293081,32.697818
12,"בנק הפועלים בע""מ",479,סכנין,רחוב ראשי פינת רחוב הגליל 0 ,סח'נין,,,04-6189400,,,כן,יום ו,רגיל,03/03/1997,,,,35.297389,32.862104
12,"בנק הפועלים בע""מ",713,עכו,בן עמי 6 ,עכו,,,04-9877050,,,לא,יום ו,רגיל,07/07/2013,,,,35.071594,32.927511
12,"בנק הפועלים בע""מ",622,פרדס חנה,"שד' הדקלים, ככר הנשיא 1 ",פרדס חנה-כרכור,,,04-6279067,,,כן,יום ו,רגיל,01/09/2010,,,,34.973252,32.474784
12,"בנק הפועלים בע""מ",552,פועלים Business פתח תקוה,דרך יצחק רבין 1 ,פתח תקווה,4925110,,*2714,,,כן,יום ו,מיוחד,01/01/1949,,,,34.862990,32.090930
12,"בנק הפועלים בע""מ",688,קרית אריה,שמשון  5 ,פתח תקווה,4952702,,03-9204320,,,כן,יום ו,מיוחד,26/07/2005,22/09/2022,,,34.800838,32.007882
12,"בנק הפועלים בע""מ",143,פועלים INVEST פתח תקוה,חובבי ציון 1 ,פתח תקווה,4936201,,*2714,,,כן,יום ו,מיוחד,03/08/2021,,,,34.881582,32.087515
12,"בנק הפועלים בע""מ",465,אם המושבות,רפאל איתן 3 ,פתח תקווה,,,03-9409200,,,כן,יום ו,רגיל,01/01/1949,,,,34.882211,32.102973
